"","Banks$Tone"
"5960",NA
"5961",-1
"5962",NA
"5963",NA
"5964",NA
"5965",1
"5966",NA
"5967",NA
"5968",NA
"5969",NA
"5970",-1
"5971",NA
"5972",NA
"5973",NA
"5974",NA
"5975",NA
"5976",NA
"5977",NA
"5978",NA
"5979",NA
"5980",-0.333333333333333
"5981",NA
"5982",0
"5983",NA
"5984",NA
"5985",NA
"5986",NA
"5987",-1
"5988",-1
"5989",NA
"5990",NA
"5991",NA
"5992",NA
"5993",NA
"5994",NA
"5995",1
"5996",NA
"5997",NA
"5998",NA
"5999",-1
"6000",-1
"6001",NA
"6002",NA
"6003",-1
"6004",-1
"6005",NA
"6006",NA
"6007",-1
"6008",1
"6009",1
"6010",NA
"6011",NA
"6012",0
"6013",0
"6014",-1
"6015",1
"6016",NA
"6017",0
"6018",NA
"6019",1
"6020",0
"6021",NA
"6022",NA
"6023",NA
"6024",1
"6025",-1
"6026",-1
"6027",-1
"6028",-1
"6029",-1
"6030",NA
"6031",NA
"6032",NA
"6033",NA
"6034",NA
"6035",NA
"6036",1
"6037",1
"6038",NA
"6039",NA
"6040",NA
"6041",NA
"6042",NA
"6043",NA
"6044",NA
"6045",NA
"6046",NA
"6047",NA
"6048",NA
"6049",-0.6
"6050",NA
"6051",1
"6052",NA
"6053",1
"6054",NA
"6055",0.142857142857143
"6056",NA
"6057",NA
"6058",0
"6059",1
"6060",1
"6061",1
"6062",-1
"6063",-1
"6064",NA
"6065",NA
"6066",NA
"6067",NA
"6068",NA
"6069",NA
"6070",-0.555555555555556
"6071",0
"6072",-1
"6073",NA
"6074",0
"6075",NA
"6076",-1
"6077",NA
"6078",NA
"6079",NA
"6080",NA
"6081",NA
"6082",-1
"6083",NA
"6084",NA
"6085",NA
"6086",NA
"6087",NA
"6088",NA
"6089",NA
"6090",NA
"6091",NA
"6092",NA
"6093",NA
"6094",NA
"6095",NA
"6096",NA
"6097",NA
"6098",NA
"6099",NA
"6100",NA
"6101",NA
"6102",NA
"6103",NA
"6104",NA
"6105",NA
"6106",NA
"6107",NA
"6108",NA
"6109",NA
"6110",NA
"6111",NA
"6112",NA
"6113",NA
"6114",NA
"6115",NA
"6116",NA
"6117",NA
"6118",NA
"6119",0
"6120",NA
"6121",NA
"6122",NA
"6123",NA
"6124",-1
"6125",NA
"6126",NA
"6127",1
"6128",0
"6129",NA
"6130",0
"6131",NA
"6132",NA
"6133",NA
"6134",-1
"6135",-1
"6136",NA
"6137",-1
"6138",NA
"6139",NA
"6140",NA
"6141",NA
"6142",NA
"6143",NA
"6144",NA
"6145",NA
"6146",NA
"6147",NA
"6148",NA
"6149",NA
"6150",NA
"6151",-1
"6152",NA
"6153",NA
"6154",-0.6
"6155",NA
"6156",NA
"6157",NA
"6158",NA
"6159",NA
"6160",NA
"6161",NA
"6162",NA
"6163",NA
"6164",-1
"6165",NA
"6166",NA
"6167",NA
"6168",NA
"6169",NA
"6170",NA
"6171",NA
"6172",NA
"6173",0.333333333333333
"6174",-1
"6175",-0.666666666666667
"6176",NA
"6177",NA
"6178",NA
"6179",NA
"6180",NA
"6181",NA
"6182",NA
"6183",NA
"6184",NA
"6185",NA
"6186",NA
"6187",NA
"6188",NA
"6189",0
"6190",NA
"6191",NA
"6192",NA
"6193",NA
"6194",1
"6195",-1
"6196",1
"6197",1
"6198",1
"6199",NA
"6200",NA
"6201",NA
"6202",NA
"6203",NA
"6204",NA
"6205",NA
"6206",-0.333333333333333
"6207",0
"6208",NA
"6209",NA
"6210",NA
"6211",NA
"6212",NA
"6213",NA
"6214",0
"6215",NA
"6216",NA
"6217",NA
"6218",NA
"6219",NA
"6220",-1
"6221",NA
"6222",NA
"6223",NA
"6224",NA
"6225",-0.333333333333333
"6226",-0.333333333333333
"6227",NA
"6228",NA
"6229",NA
"6230",NA
"6231",NA
"6232",NA
"6233",NA
"6234",NA
"6235",-0.666666666666667
"6236",-1
"6237",NA
"6238",NA
"6239",-1
"6240",-1
"6241",-1
"6242",-1
"6243",0
"6244",-1
"6245",NA
"6246",NA
"6247",1
"6248",NA
"6249",NA
"6250",0.428571428571429
"6251",NA
"6252",NA
"6253",0
"6254",NA
"6255",NA
"6256",NA
"6257",NA
"6258",NA
"6259",NA
"6260",NA
"6261",NA
"6262",1
"6263",NA
"6264",NA
"6265",1
"6266",NA
"6267",NA
"6268",NA
"6269",NA
"6270",NA
"6271",NA
"6272",NA
"6273",-1
"6274",1
"6275",-1
"6276",NA
"6277",NA
"6278",0
"6279",NA
"6280",1
"6281",NA
"6282",NA
"6283",NA
"6284",NA
"6285",0
"6286",NA
"6287",NA
"6288",-1
"6289",1
"6290",1
"6291",1
"6292",1
"6293",0
"6294",NA
"6295",1
"6296",1
"6297",NA
"6298",NA
"6299",1
"6300",1
"6301",1
"6302",NA
"6303",0.5
"6304",NA
"6305",1
"6306",0
"6307",0
"6308",0
"6309",NA
"6310",NA
"6311",NA
"6312",0.0588235294117647
"6313",1
"6314",-0.333333333333333
"6315",NA
"6316",-0.333333333333333
"6317",NA
"6318",0
"6319",0
"6320",NA
"6321",NA
"6322",NA
"6323",NA
"6324",0.6
"6325",-1
"6326",0.555555555555556
"6327",-1
"6328",NA
"6329",0
"6330",0.5
"6331",0
"6332",-1
"6333",NA
"6334",NA
"6335",1
"6336",NA
"6337",1
"6338",NA
"6339",1
"6340",NA
"6341",NA
"6342",0
"6343",0
"6344",NA
"6345",NA
"6346",-1
"6347",NA
"6348",NA
"6349",-1
"6350",NA
"6351",0.333333333333333
"6352",NA
"6353",NA
"6354",NA
"6355",NA
"6356",-1
"6357",NA
"6358",NA
"6359",NA
"6360",0.142857142857143
"6361",0.125
"6362",-1
"6363",NA
"6364",-1
"6365",-1
"6366",NA
"6367",NA
"6368",1
"6369",NA
"6370",NA
"6371",NA
"6372",NA
"6373",NA
"6374",NA
"6375",1
"6376",1
"6377",NA
"6378",NA
"6379",0
"6380",NA
"6381",NA
"6382",NA
"6383",0
"6384",1
"6385",NA
"6386",NA
"6387",NA
"6388",NA
"6389",NA
"6390",NA
"6391",NA
"6392",NA
"6393",NA
"6394",NA
"6395",NA
"6396",NA
"6397",NA
"6398",NA
"6399",NA
"6400",-1
"6401",NA
"6402",NA
"6403",1
"6404",NA
"6405",NA
"6406",1
"6407",1
"6408",NA
"6409",1
"6410",NA
"6411",NA
"6412",NA
"6413",NA
"6414",NA
"6415",0.333333333333333
"6416",NA
"6417",NA
"6418",NA
"6419",NA
"6420",NA
"6421",NA
"6422",NA
"6423",NA
"6424",NA
"6425",NA
"6426",NA
"6427",NA
"6428",NA
"6429",NA
"6430",NA
"6431",NA
"6432",NA
"6433",NA
"6434",NA
"6435",NA
"6436",NA
"6437",NA
"6438",NA
"6439",NA
"6440",NA
"6441",NA
"6442",NA
"6443",NA
"6444",NA
"6445",NA
"6446",NA
"6447",NA
"6448",NA
"6449",NA
"6450",NA
"6451",NA
"6452",NA
"6453",-1
"6454",NA
"6455",NA
"6456",NA
"6457",NA
"6458",NA
"6459",NA
"6460",NA
"6461",NA
"6462",NA
"6463",1
"6464",NA
"6465",1
"6466",NA
"6467",1
"6468",1
"6469",NA
"6470",1
"6471",NA
"6472",-1
"6473",NA
"6474",NA
"6475",NA
"6476",NA
"6477",NA
"6478",NA
"6479",NA
"6480",NA
"6481",NA
"6482",NA
"6483",NA
"6484",NA
"6485",-1
"6486",NA
"6487",NA
"6488",NA
"6489",-0.666666666666667
"6490",NA
"6491",1
"6492",NA
"6493",NA
"6494",NA
"6495",0
"6496",0
"6497",1
"6498",NA
"6499",1
"6500",NA
"6501",NA
"6502",NA
"6503",-1
"6504",-1
"6505",-0.6
"6506",1
"6507",NA
"6508",1
"6509",NA
"6510",NA
"6511",NA
"6512",-1
"6513",NA
"6514",NA
"6515",NA
"6516",NA
"6517",1
"6518",NA
"6519",NA
"6520",NA
"6521",NA
"6522",-1
"6523",NA
"6524",NA
"6525",NA
"6526",NA
"6527",NA
"6528",NA
"6529",NA
"6530",NA
"6531",NA
"6532",NA
"6533",NA
"6534",-1
"6535",NA
"6536",NA
"6537",NA
"6538",NA
"6539",NA
"6540",NA
"6541",NA
"6542",1
"6543",1
"6544",NA
"6545",NA
"6546",NA
"6547",-1
"6548",-0.333333333333333
"6549",1
"6550",NA
"6551",-1
"6552",NA
"6553",NA
"6554",NA
"6555",-1
"6556",-0.333333333333333
"6557",-1
"6558",NA
"6559",NA
"6560",NA
"6561",NA
"6562",0
"6563",NA
"6564",NA
"6565",NA
"6566",0.333333333333333
"6567",-1
"6568",NA
"6569",NA
"6570",0
"6571",-1
"6572",NA
"6573",NA
"6574",1
"6575",NA
"6576",NA
"6577",NA
"6578",-1
"6579",NA
"6580",-1
"6581",NA
"6582",NA
"6583",NA
"6584",-1
"6585",NA
"6586",NA
"6587",NA
"6588",NA
"6589",NA
"6590",NA
"6591",0
"6592",NA
"6593",NA
"6594",NA
"6595",NA
"6596",NA
"6597",-1
"6598",-1
"6599",NA
"6600",-1
"6601",NA
"6602",-1
"6603",-1
"6604",-0.5
"6605",-1
"6606",NA
"6607",NA
"6608",NA
"6609",NA
"6610",NA
"6611",-0.142857142857143
"6612",NA
"6613",NA
"6614",-1
"6615",0
"6616",NA
"6617",1
"6618",-1
"6619",-1
"6620",-0.428571428571429
"6621",NA
"6622",-1
"6623",NA
"6624",-0.818181818181818
"6625",-0.846153846153846
"6626",-1
"6627",-1
"6628",NA
"6629",NA
"6630",NA
"6631",NA
"6632",NA
"6633",NA
"6634",NA
"6635",NA
"6636",-0.818181818181818
"6637",NA
"6638",NA
"6639",-1
"6640",NA
"6641",-1
"6642",NA
"6643",1
"6644",NA
"6645",-1
"6646",-1
"6647",-0.6
"6648",-1
"6649",0
"6650",NA
"6651",1
"6652",1
"6653",NA
"6654",1
"6655",-1
"6656",NA
"6657",NA
"6658",-1
"6659",NA
"6660",1
"6661",NA
"6662",-1
"6663",-0.6
"6664",-1
"6665",-1
"6666",NA
"6667",NA
"6668",NA
"6669",-0.8
"6670",0
"6671",1
"6672",-0.666666666666667
"6673",NA
"6674",-1
"6675",-0.333333333333333
"6676",-1
"6677",-1
"6678",-1
"6679",-0.714285714285714
"6680",-1
"6681",0
"6682",-1
"6683",-1
"6684",-1
"6685",-1
"6686",-1
"6687",-1
"6688",-1
"6689",-0.333333333333333
"6690",-1
"6691",NA
"6692",NA
"6693",NA
"6694",NA
"6695",NA
"6696",1
"6697",NA
"6698",NA
"6699",NA
"6700",-1
"6701",NA
"6702",NA
"6703",0.714285714285714
"6704",NA
"6705",NA
"6706",NA
"6707",NA
"6708",NA
"6709",NA
"6710",NA
"6711",NA
"6712",0.846153846153846
"6713",0.833333333333333
"6714",NA
"6715",NA
"6716",NA
"6717",NA
"6718",NA
"6719",NA
